facility_id,facility_name,jurisdiction,facility_type,security_level,operational_status,street_address,city,state,zip_code,county,county_fips,phone_number,website,latitude,longitude,design_capacity,population,gender,data_source
10003725,Perry County Jail,County / Local,County / Local Jail,Not Specified,Open,202 Pickens Street,Marion,AL,36756,Perry,01105,(334) 683-6534,http://www.perrysheriff.com/,32.634103,-87.317485,,,Not Specified,DHS HIFLD Critical Infrastructure
10006681,James T. Strickland Youth Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,2315 Costarides Street,Mobile,AL,36617,Mobile,01097,(251) 574-1450,http://stricklandyouthcenter.org/,30.698681,-88.094726,95,37,Not Specified,DHS HIFLD Critical Infrastructure
10003754,Mobile County Community Corrections Center,County / Local,County / Local Jail,Minimum,Open,3925 Michael Blvd,Mobile,AL,36609,Mobile,01097,(251) 574-3295,http://www.mobileccc.org/,30.667943,-88.149714,,,Not Specified,DHS HIFLD Critical Infrastructure
10001230,Mobile County Metro Jail,County / Local,County / Local Jail,Maximum,Open,450 St Emmanuel St,Mobile,AL,36603,Mobile,01097,(251) 574-4702,http://www.mobileso.com/metro-jail-2/,30.680943,-88.041979,1500,1500,Not Specified,DHS HIFLD Critical Infrastructure
10006683,Monroe County Detention Center,County / Local,County / Local Jail,Not Specified,Open,160 Wilcox St,Monroeville,AL,36460,Monroe,01099,(251) 575-2635,,31.524361,-87.319366,,,Not Specified,DHS HIFLD Critical Infrastructure
10001217,Montgomery County Jail,County / Local,County / Local Jail,Medium,Open,225 S McDonough St,Montgomery,AL,36104,Montgomery,01101,(334) 832-1608,http://www2.mc-ala.org/mcso/Pages/default.aspx,32.37471,-86.304408,1290,513,Not Specified,DHS HIFLD Critical Infrastructure
10006684,Montgomery County Youth Facility,County / Local,Juvenile Detention / Residential,Juvenile,Open,1111 Air Base Blvd,Montgomery,AL,36108,Montgomery,01101,(334) 261-4100,https://www.mc-ala.org/departments/youth-facility,32.355462,-86.343795,52,,Not Specified,DHS HIFLD Critical Infrastructure
10001220,Montgomery Municipal Jail,County / Local,County / Local Jail,Not Specified,Open,320 N Ripley St,Montgomery,AL,36104,Montgomery,01101,(334) 625-2532,,32.381792,-86.297801,,285,Not Specified,DHS HIFLD Critical Infrastructure
10003696,Lawrence County Jail,County / Local,County / Local Jail,Not Specified,Open,242 Parker Road,Moulton,AL,35650,Lawrence,01079,(256) 974-2550,http://lawrencecosheriffal.org/Home.php,34.509757,-87.283459,,,Not Specified,DHS HIFLD Critical Infrastructure
10001227,Coffee County Jail,County / Local,County / Local Jail,Not Specified,Open,4 County Complex,New Brockton,AL,36351,Coffee,01031,(334) 894-6200,https://www.coffeeso.us/page.php?id=11,31.376877,-85.912962,126,,Not Specified,DHS HIFLD Critical Infrastructure
10001951,Blount County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,225 Industrial Park Rd,Oneonta,AL,35121,Blount,01009,(205) 625-4133,https://www.blountcountyal.gov/government/facilities-directory/item/jail,33.92973,-86.489302,101,,Not Specified,DHS HIFLD Critical Infrastructure
10003729,Lee County Detention Center,County / Local,County / Local Jail,Not Specified,Open,1900 Frederick Road,Opelika,AL,36801,Lee,01081,(334) 749-5651,http://leecountysheriff.org/,32.62405,-85.402659,420,372,Not Specified,DHS HIFLD Critical Infrastructure
10006399,Dale County Jail,County / Local,County / Local Jail,Not Specified,Open,124 Adams St,Ozark,AL,36360,Dale,01045,(334) 774-5402,http://www.daleso.com/page.php?id=11,31.450938,-85.637277,116,57,Not Specified,DHS HIFLD Critical Infrastructure
10003708,Parrish City Jail,County / Local,County / Local Jail,Not Specified,Not Available,6484 State Highway 269 South,Parrish,AL,35580,Walker,01127,(205) 686-9991,,33.739298,-87.267477,,,Not Specified,DHS HIFLD Critical Infrastructure
10001201,St. Clair County - Pell City Jail,County / Local,County / Local Jail,Not Specified,Open,1805 1st Ave N,Pell City,AL,35120,St. Clair,01115,(205) 884-6842,http://www.stclairco.com/212/County-Jail,33.587112,-86.287081,106,,Not Specified,DHS HIFLD Critical Infrastructure
10006682,Pathway of Baldwin County,County / Local,Juvenile Detention / Residential,Juvenile,Open,Lottie Road & Ewing Farm Rd,Perdido,AL,36502,Baldwin,01003,(251) 405-3107,https://www.pathway-inc.com/,31.074645,-87.618208,48,,Not Specified,DHS HIFLD Critical Infrastructure
10003735,Russell County Jail,County / Local,County / Local Jail,Not Specified,Open,307 Prentiss Drive,Phenix City,AL,36869,Russell,01113,(334) 298-8621,http://www.rcso.org/,32.439769,-85.019509,215,,Not Specified,DHS HIFLD Critical Infrastructure
10003731,Autauga County Metro Jail,County / Local,County / Local Jail,Not Specified,Open,136 North Court Street,Prattville,AL,36067,Autauga,01001,(334) 361-2600,https://www.autaugasheriff.org/metro-jail,32.46397,-86.474435,138,160,Not Specified,DHS HIFLD Critical Infrastructure
10003703,Red Bay City Jail,County / Local,County / Local Jail,Not Specified,Open,112 5th Avenue Southeast,Red Bay,AL,35582,Franklin,01059,(256) 356-4455,,34.440075,-88.143709,,,Not Specified,DHS HIFLD Critical Infrastructure
10003722,Coosa County Jail,County / Local,County / Local Jail,Not Specified,Open,296 School Street,Rockford,AL,35136,Coosa,01037,(256) 377-2211,http://www.coosacountyso.org/,32.88984,-86.221031,,35,Not Specified,DHS HIFLD Critical Infrastructure
10003704,Franklin County Detention Center,County / Local,County / Local Jail,Not Specified,Open,748 Walnut Gate Road,Russellville,AL,35654,Franklin,01059,(256) 332-8425,https://www.franklinsheriff.org/page.php?id=4,34.474494,-87.729107,220,110,Not Specified,DHS HIFLD Critical Infrastructure
10003705,Russellville City Jail,County / Local,County / Local Jail,Not Specified,Open,400 Jackson Avenue North,Russellville,AL,35653,Franklin,01059,(256) 332-2230,https://www.russellvillepd.org/,34.507791,-87.728557,,,Not Specified,DHS HIFLD Critical Infrastructure
10006398,Jackson County Jail,County / Local,County / Local Jail,Not Specified,Open,545 Parks Ave,Scottsboro,AL,35768,Jackson,01071,(256) 574-1884,http://www.jacksoncountysheriffal.org/,34.665571,-86.04679,208,155,Not Specified,DHS HIFLD Critical Infrastructure
10003730,Dallas County Jail,County / Local,County / Local Jail,Not Specified,Open,988 Selfield Road,Selma,AL,36703,Dallas,01047,(334) 874-2585,http://www.dallascounty-al.org/secondary.aspx?pageID=30,32.442893,-86.943591,180,180,Not Specified,DHS HIFLD Critical Infrastructure
10003709,Sumiton City Jail,County / Local,County / Local Jail,Not Specified,Open,416 State Street,Sumiton,AL,35148,Walker,01127,(205) 648-3261,https://www.facebook.com/sumitonpd/,33.752807,-87.05027,,,Not Specified,DHS HIFLD Critical Infrastructure
10001208,Talladega County Jail,County / Local,County / Local Jail,Not Specified,Open,150 E Renfroe Rd,Talladega,AL,35160,Talladega,01121,(256) 249-3812,http://www.talladegasheriff.mattfuller85.com/,33.428041,-86.137329,485,241,Not Specified,DHS HIFLD Critical Infrastructure
10001203,Tarrant City Jail,County / Local,County / Local Jail,Not Specified,Open,2593 Commerce Circle,Tarrant,AL,35217,Jefferson,01073,(205) 849-2811,http://www.cityoftarrant.com/policedept.html,33.584453,-86.774774,,,Not Specified,DHS HIFLD Critical Infrastructure
10003739,Pike County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,120 Church Street,Troy,AL,36081,Pike,01109,(334) 566-4347,http://www.pikecountyalsheriff.com/,31.806978,-85.974132,,,Not Specified,DHS HIFLD Critical Infrastructure
10003740,Troy City Jail,County / Local,County / Local Jail,Not Specified,Open,300 E Elm Street,Troy,AL,36081,Pike,01109,(334) 566-0500,https://www.troyal.gov/police,31.808123,-85.969581,18,2,Not Specified,DHS HIFLD Critical Infrastructure
10006467,Trussville City Jail,County / Local,County / Local Jail,Not Specified,Open,131 Main Street,Trussville,AL,35173,Jefferson,01073,(205) 655-2101,https://trussville.org/public-safety/municipal-court/,33.620397,-86.603475,32,,Not Specified,DHS HIFLD Critical Infrastructure
10001953,Tuscaloosa County Jail,County / Local,County / Local Jail,Maximum,Open,1600 26th Ave,Tuscaloosa,AL,35401,Tuscaloosa,01125,(205) 349-4511,https://www.tcsoal.org/divisions/jail,33.198199,-87.56718,,,Not Specified,DHS HIFLD Critical Infrastructure
10001211,Tuscaloosa County Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,5941 12th Ave E,Tuscaloosa,AL,35405,Tuscaloosa,01125,(205) 349-3131,,33.152663,-87.521823,,,Not Specified,DHS HIFLD Critical Infrastructure
10001195,Colbert County Jail,County / Local,County / Local Jail,Not Specified,Open,107 W 4th St,Tuscumbia,AL,35674,Colbert,01033,(256) 383-0741,http://colbertsheriff.net/page.php?id=10,34.732634,-87.704608,62,,Not Specified,DHS HIFLD Critical Infrastructure
10006686,Tennessee Valley Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,2216 Missouri Street,Tuscumbia,AL,35674,Colbert,01033,(256) 381-3520,http://www.elyjenndetention.com/index.html,34.698208,-87.659772,25,19,Not Specified,DHS HIFLD Critical Infrastructure
10006677,Tuscumbia City Jail,County / Local,County / Local Jail,Not Specified,Open,218 S. Dickson Street,Tuscumbia,AL,35674,Colbert,01033,(256) 383-3121,http://cityoftuscumbia.org/?page_id=83,34.730551,-87.701772,,,Not Specified,DHS HIFLD Critical Infrastructure
10003733,Macon County Detention Facility,County / Local,County / Local Jail,Not Specified,Open,246 County Road 10 Major Bernice Austin Dr,Tuskegee,AL,36083,Macon,01087,(334) 724-0669,http://alabamasheriffs.com/sheriffs,32.407575,-85.658521,,,Not Specified,DHS HIFLD Critical Infrastructure
10006402,Bullock County Red Williams Detention Center,County / Local,County / Local Jail,Not Specified,Not Available,,Union Springs,AL,36089,Bullock,01011,,,32.144825,-85.71748,,,Not Specified,DHS HIFLD Critical Infrastructure
10003727,Perry County Correctional Center,County / Local,County / Local Jail,Maximum,Closed,Rt. 2 Box 176 Hwy 80,Uniontown,AL,36786,Perry,01105,(334) 628-8885,,32.451428,-87.441309,726,,Not Specified,DHS HIFLD Critical Infrastructure
10006462,Lamar County Jail,County / Local,County / Local Jail,Not Specified,Open,1118 County Road,Vernon,AL,35592,Lamar,01075,(205) 695-7103,,33.742058,-88.12543,,,Not Specified,DHS HIFLD Critical Infrastructure
10006395,Randolph County Jail,County / Local,County / Local Jail,Not Specified,Open,1 N Main,Wedowee,AL,36278,Randolph,01111,(256) 357-4545,http://www.randolphcountyalabama.gov/,33.309678,-85.48323,,72,Not Specified,DHS HIFLD Critical Infrastructure
10001215,Elmore County Jail,County / Local,County / Local Jail,Not Specified,Open,8955 US Hwy 231,Wetumpka,AL,36092,Elmore,01051,(334) 567-5441,http://www.elmoreso.com/page/jail.php,32.562797,-86.196159,,,Not Specified,DHS HIFLD Critical Infrastructure
10006173,FCI Aliceville,Federal,Adult Correctional Facility,Minimum,Open,11070 Highway 14,Aliceville,AL,35442,Pickens,01107,(205) 373-5000,https://www.bop.gov/locations/institutions/ali/,33.17627,-88.193046,1536,1267,Female,DHS HIFLD Critical Infrastructure
10006174,FCI Aliceville Camp,Federal,Work Camp / Conservation Camp,Minimum,Open,11070 Highway 14,Aliceville,AL,35442,Pickens,01107,(205) 373-5000,https://www.bop.gov/locations/,33.169458,-88.190771,256,244,Not Specified,DHS HIFLD Critical Infrastructure
10000141,FPC Montgomery,Federal,Adult Correctional Facility,Minimum,Open,Maxwell Air Force Base,Montgomery,AL,36112,Montgomery,01101,(334) 293-2100,https://www.bop.gov/locations/institutions/mon/,32.394241,-86.359158,920,858,Male,DHS HIFLD Critical Infrastructure
BOP-CMY,RRM Montgomery,Federal,Residential Reentry Office,Administrative,Open,"Maxwell Afb, Bldg 1209",Montgomery,AL,36112,Montgomery,01101,(334) 922-6684,https://www.bop.gov/locations/ccm/cmy,32.391966,-86.355886,,,Not Specified,Federal Bureau of Prisons (BOP)
10000136,FCI Talladega,Federal,Adult Correctional Facility,Medium,Open,565 East Renfroe Road,Talladega,AL,35160,Talladega,01121,(256) 315-4100,https://www.bop.gov/locations/,33.420635,-86.140089,624,793,Not Specified,DHS HIFLD Critical Infrastructure
10005694,FCI Talladega Camp,Federal,Work Camp / Conservation Camp,Minimum,Open,565 East Renfroe Road,Talladega,AL,35160,Talladega,01121,(256) 315-4100,https://www.bop.gov/locations/institutions/tdg/,33.424277,-86.139967,296,253,Male,DHS HIFLD Critical Infrastructure
10006456,Daphne Corrections Center,Municipal / Local,Adult Correctional Facility,Not Specified,Open,1502 US Hwy 98,Daphne,AL,36526,Baldwin,01003,(251) 620-0500,http://daphnepolice.org/,30.600022,-87.896664,74,,Not Specified,DHS HIFLD Critical Infrastructure
10003711,Jacksonville Public Safety Complex,Municipal / Local,Adult Correctional Facility,Not Specified,Open,911 Public Safety Drive SW,Jacksonville,AL,36265,Calhoun,01015,(256) 435-6448,http://www.jacksonvillepd.us/index.html,33.788167,-85.769635,,,Not Specified,DHS HIFLD Critical Infrastructure
10003713,Oxford Police Department,Municipal / Local,Adult Correctional Facility,Not Specified,Open,600 Stanley Merrill Drive,Oxford,AL,36203,Calhoun,01015,(256) 831-3121,http://www.oxfordpd.org/,33.599727,-85.863179,,,Not Specified,DHS HIFLD Critical Infrastructure
10006464,Robertsdale Police Department,Municipal / Local,Adult Correctional Facility,Not Specified,Not Available,23335 E Chicago Street,Robertsdale,AL,36567,Baldwin,01003,(251) 947-2222,http://www.robertsdale.org/police-department,30.565188,-87.713113,,,Not Specified,DHS HIFLD Critical Infrastructure
10006466,Tallassee Police Department,Municipal / Local,Adult Correctional Facility,Not Specified,Not Available,214 Barnett Blvd,Tallassee,AL,36078,Elmore,01051,(334) 283-6586,https://www.tallasseeal.gov/police-department/,32.536105,-85.892705,,,Not Specified,DHS HIFLD Critical Infrastructure
10003737,Union Springs Police Department,Municipal / Local,Adult Correctional Facility,Not Specified,Open,305 Prairie Street North,Union Springs,AL,36089,Bullock,01011,(334) 738-3131,,32.146676,-85.716081,,,Not Specified,DHS HIFLD Critical Infrastructure
10000145,Eufaula Youth Center,Not Specified,Juvenile Detention / Residential,Juvenile,Not Available,315 Outback Rd,Clayton,AL,36016,Barbour,01005,,,31.88161,-85.2538,,,Not Specified,DHS HIFLD Critical Infrastructure
10003721,Alex City Community Based Facility / Community Work Center,State,Community Corrections / Re-entry,Minimum,Open,Highway 22 West,Alex City,AL,35011,Coosa,01037,(256) 234-7533,http://www.doc.state.al.us/FacAddr.aspx,32.904471,-86.008969,346,201,Not Specified,DHS HIFLD Critical Infrastructure
10001209,Childersburg Community Based Facility / Community Work Center,State,Community Corrections / Re-entry,Minimum,Open,13501 Plant Rd,Alpine,AL,35014,Talladega,01121,(256) 378-3821,http://www.doc.state.al.us/FacAddr.aspx,33.364933,-86.332198,550,368,Not Specified,DHS HIFLD Critical Infrastructure
10003712,Coosa Valley Youth Services,State,Juvenile Detention / Residential,Juvenile,Open,4625 McClellan Boulevard,Anniston,AL,36204,Calhoun,01015,(256) 237-2881,http://www.cvys.net/index.html,33.70537,-85.820781,48,,Not Specified,DHS HIFLD Critical Infrastructure
10006679,Coosa Valley Youth Services - Attention Home,State,Juvenile Detention / Residential,Juvenile,Open,4621 McClellan Blvd,Anniston,AL,36204,Calhoun,01015,(256) 236-5437,http://cvys.net/index.html,33.704511,-85.82091,14,14,Not Specified,DHS HIFLD Critical Infrastructure
10006678,Robert E. Lewis Residential Treatment Academy,State,Juvenile Detention / Residential,Juvenile,Open,4629 McClellan Blvd,Anniston,AL,36206,Calhoun,01015,(256) 236-7190,http://cvys.net/index.html,33.70622,-85.820881,30,20,Not Specified,DHS HIFLD Critical Infrastructure
10000147,Atmore Community Work Center,State,Community Corrections / Re-entry,Minimum,Closed,9947 State Hwy 21 N,Atmore,AL,36503,Escambia,01053,(251) 368-9115,http://www.doc.state.al.us/facility.aspx?loc=9,31.160333,-87.475845,112,0,Not Specified,DHS HIFLD Critical Infrastructure
10001957,Fountain Correctional Facility,State,State / Federal Prison,Medium,Open,9677 Al Hwy 21 N,Atmore,AL,36503,Escambia,01053,(251) 368-8122,http://www.doc.state.al.us/FacAddr.aspx,31.156508,-87.464854,1613,1136,Not Specified,DHS HIFLD Critical Infrastructure
10000149,Holman Correctional Facility,State,State / Federal Prison,Close,Open,866 Ross Rd,Atmore,AL,36503,Escambia,01053,(251) 368-8173,http://www.doc.state.al.us/FacAddr.aspx,31.134386,-87.449864,1002,700,Not Specified,DHS HIFLD Critical Infrastructure
10000132,Donaldson Correctional Facility,State,State / Federal Prison,Close,Open,100 Warrior Ln,Bessemer,AL,35023,Jefferson,01073,(205) 436-3681,http://www.doc.state.al.us/FacAddr.aspx,33.513667,-87.184784,1760,1386,Not Specified,DHS HIFLD Critical Infrastructure
10001204,Birmingham Community Based Facility / Community Work Center,State,Community Corrections / Re-entry,Minimum,Open,1216 25th St N,Birmingham,AL,35234,Jefferson,01073,(205) 252-2994,http://www.doc.state.al.us/FacAddr.aspx,33.531046,-86.808362,312,239,Not Specified,DHS HIFLD Critical Infrastructure
10000135,Department of Youth Services - Vacca Campus,State,Juvenile Detention / Residential,Juvenile,Open,8950 Roebuck Blvd,Birmingham,AL,35206,Jefferson,01073,(205) 838-4900,http://dys.alabama.gov/index.html,33.586031,-86.711219,,,Not Specified,DHS HIFLD Critical Infrastructure
